CCN,critical_access,teaching_status,urban_rural,referral_center,ownership_type_simple,medicaid_caseload,disproportionate_percentage,charity_care_burden,uncomp_burden
281314,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.068181818,NA,0.001852208,0.038435529
281315,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.041564792,NA,0.004438628,0.057890803
281316,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.076923077,NA,0,0.039737691
281318,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.0011085,0.055676852
281319,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.004175254,0.024055296
281320,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.04,NA,0.001395852,0.015532395
281322,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.038560411,NA,0.001972227,0.028652752
281323,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.043096089,0.115758133
281324,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.010702153,0.0462125
281325,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.032258065,NA,0.002311362,0.052335466
281326,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.113475177,NA,0.000681715,0.047782414
281327,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.055555556,NA,0.001093657,0.02964357
281328,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.127071823,NA,0.012904987,0.037852327
281329,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.007197625,0.031180443
281330,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0,0.03348889
281331,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.012658228,NA,0.002480927,0.033429762
281332,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.092165899,NA,0.002664196,0.034186888
281333,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.015384615,NA,0.001568534,0.016866173
281334,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.044871795,NA,0.000411167,0.009154242
281335,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.048484848,NA,0.001440672,0.024644074
281336,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.09117792,NA,0.004428508,0.012360344
281338,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.074534161,NA,0.002824086,0.036082385
281339,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.001330215,0.013195266
281340,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.04,NA,0.00960061,0.043844942
281341,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.077315828,NA,0.001626906,0.028584057
281342,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.009961075,0.065286379
281343,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.024193548,NA,0.002373889,0.020590912
281344,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.253164557,NA,0.001399506,0.03180175
281345,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.003257329,NA,0.01294436,0.052282933
281346,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.004185823,0.061805596
281347,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.004032881,0.014923611
281348,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.000436961,0.036828909
281349,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.192307692,NA,0.001925722,0.02267504
281350,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.009803922,NA,0.003773505,0.029927241
281351,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.034188034,NA,0.005525363,0.022039388
281352,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.051896208,NA,0.024342315,0.070131685
281353,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.014388489,NA,0.003227589,0.048349106
281354,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.304347826,NA,0.038953673,0.057250093
281355,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.144160584,NA,0.017980181,0.088414251
281356,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.045045045,NA,0.00066497,0.05048997
281357,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.115062762,NA,0.004417782,0.034960285
281358,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.104395604,NA,0.015471852,0.117929738
281359,Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0,0
281360,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.11826087,NA,0.002281155,0.031698873
281361,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.268882175,NA,0.007514164,0.031147516
281362,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.071538462,NA,0.014393178,0.033724628
281363,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.187739464,NA,0.025351644,0.060139564
281364,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.070091597,NA,0,0.005901853
281365,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.069908815,NA,0.001724949,0.01110007
282000,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0,0
282001,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
282003,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0,0
283025,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0,0
283300,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.401687764,NA,0,0
283301,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.40473678,NA,0,0
284003,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.129707113,NA,0,0
284009,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.486005089,NA,0,0
290001,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.155501317,0.3612,0.025755884,0.121582697
290003,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.131822195,0.5265,0.044552113,0.092434095
290005,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.334652083,0.854,0.023014413,0.131692946
290007,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0.17039926,0.5303,0.034563422,0.080403491
290008,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.203712995,0.2585,0.009027615,0.143683993
290009,Not Critical Access,Non Teaching,Urban,Referral Center,Proprietary,0.055867239,0.31245,0.007199861,0.118353325
290012,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.245614035,0.4667,0.065769528,0.367286583
290019,Not Critical Access,Non Teaching,Urban,Referral Center,Nonprofit,0.175228135,0.2623,0.008411344,0.057195874
290021,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.150784734,0.50685,0.022925464,0.134828819
290022,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.066270376,0.407466667,0.02144752,0.133688797
290032,Not Critical Access,Non Teaching,Urban,Referral Center,Proprietary,0.055069647,0.211,0.016348243,0.090380324
290039,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.066231942,0.33675,0.032102403,0.103305776
290041,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.060249292,0.33625,0.014090501,0.101579698
290042,NA,NA,NA,NA,Nonprofit,NA,NA,NA,NA
290045,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.052090825,0.2192,0.020216716,0.087196387
290046,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.064219892,0.3413,0.023141235,0.12887498
290047,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.055934417,0.3273,0.03925497,0.118446571
290049,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.058340181,0.1744,0.00963013,0.068763283
290053,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.075884244,0.2386,0.022130762,0.096303912
290054,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.044961194,0.29945,0.015975386,0.115702488
290057,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.047759537,0.3444,0.019488357,0.133023
290058,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.097966728,0.4355,0.002430833,0.24804518
290061,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.04100305,NA,0.015704772,0.106285369
291300,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.1,NA,0.001435623,0.138718533
291301,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.002765749,0.118865224
291302,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.344,NA,5.02E-05,0.081682237
291303,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.066666667,NA,0,0.192488262
291304,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.038461538,NA,0.005298089,0.120720244
291306,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.082306555,NA,0.010098373,0.053312265
291307,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.047910296,NA,0.008958175,0.108793065
291308,Critical Access,Teaching,Rural,Non Referral Center,Governmental,0.196275072,NA,0.003167922,0.125455335
291309,Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.00862069,NA,0.000565434,0.054711303
291311,Critical Access,Teaching,Rural,Non Referral Center,Proprietary,0.152450791,NA,0.002116138,0.187911436
291312,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.170731707,NA,0.000154466,0.052513034
291313,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.213907785,NA,0.021048553,0.133380185
291314,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.016544038,0.113200497
292002,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.007836991,NA,0,0
292003,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.139473684,NA,0,0
292004,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.006557377,NA,0,0
292006,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.007772021,NA,0,0
292007,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
292008,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.221052632,NA,0,0
293026,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.132978723,NA,0,0
293032,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.039175258,NA,0,0
293033,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.070159027,NA,0,0
293034,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.01179709,NA,0,0
293035,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.045760431,NA,0,0
294000,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.325301205,NA,0,0
294002,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0,0
294010,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.017746229,NA,0,0
294011,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.08751334,NA,0,0
294012,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.069555035,NA,0,0
294013,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.033648454,NA,0,0
294014,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
294015,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.074205845,NA,0,0
294016,NA,NA,NA,NA,Nonprofit,NA,NA,NA,NA
300001,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.011537833,0.204633333,0.008671817,0.027769453
300003,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.006946205,0.2881,0.008531356,0.062277104
300005,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.009264885,NA,0.001528519,0.016889311
300011,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.007560543,0.112,0.004517209,0.026355807
300012,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.011448197,0.2479,0.039252907,0.071122458
300014,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.022197558,0.1777,0.0292333,0.038517347
300017,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.027916544,0.1105,0.037403473,0.068561335
300018,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.027889662,0.1763,0.003975699,0.01085497
300019,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.011695906,0.2529,0.016893365,0.045117237
300020,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.025395377,0.223,0.026902096,0.043237911
300023,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.00536193,NA,0.00640619,0.025269219
300029,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.026801253,0.1554,0.03603678,0.041205841
300034,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.008058119,0.21255,0.004784911,0.013701162
301300,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.06122449,NA,0.043211766,0.058101913
301301,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.007976795,NA,0.006364329,0.040128544
301302,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.025428127,NA,0.003030188,0.026831644
301303,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.075484765,NA,0.006604197,0.024318469
301304,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.005398111,NA,0.020374286,0.04210719
301305,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.005681818,NA,0,0.063530114
301306,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.001349528,NA,0.005407746,0.043685737
301307,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.067011713,NA,0.00557091,0.017756295
301308,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.004860267,NA,0.016209547,0.043069134
301309,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.006369427,NA,0.022616777,0.035134801
301310,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.103315343,NA,0.003558919,0.012368822
301311,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.013392857,NA,0.003045696,0.008554748
301312,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.067081936,NA,0.004268611,0.019483616
303026,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.000660066,NA,0,0
303027,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.001245847,NA,0,0
304000,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.197014925,NA,0,0
304001,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.70990099,NA,0,0
310001,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.029426761,0.2797,0.029883938,0.076987369
310002,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.086874062,0.57465,0.072480275,0.138981869
310003,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.096938111,0.4136,0.113909083,0.138117311
310005,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.055584826,0.1502,0.013214324,0.018263193
310006,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.036343328,0.37755,0.041924442,0.060093102
310008,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.010462203,0.23675,0.008352479,0.035927811
310009,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.049782862,0.4064,0.110261844,0.179567613
310010,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.019706661,0.1011,0.020010486,0.04126801
310011,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.026763382,0.18125,0.019189904,0.078426666
310012,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.00785262,0.0413,0.008929877,0.021759111
310014,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.042825734,0.449,0.01806199,0.044821363
310015,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.04195871,0.1655,0.011079066,0.023466396
310016,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.021581322,0.515,0.052622078,0.11834595
310017,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.024665081,0.1251,0.011062031,0.047062947
