CCN,critical_access,teaching_status,urban_rural,referral_center,num_beds,type_of_service,state_code,ownership_type_simple,bed_size_simple
310038,Not Critical Access,Teaching,Urban,Non Referral Center,639,General Short Term,NJ,Nonprofit,Large
361323,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,OH,Nonprofit,Small
452018,Not Critical Access,Non Teaching,Urban,Non Referral Center,15,General Long Term,TX,Nonprofit,Small
493031,Not Critical Access,Non Teaching,Urban,Non Referral Center,64,Rehabilitation,AL,Proprietary,Small
493032,Not Critical Access,Non Teaching,Urban,Non Referral Center,58,Rehabilitation,AL,Proprietary,Small
493033,Not Critical Access,Non Teaching,Urban,Non Referral Center,60,Rehabilitation,AL,Proprietary,Small
493034,Not Critical Access,Non Teaching,Urban,Non Referral Center,25,Rehabilitation,AL,Proprietary,Small
10126,Not Critical Access,Non Teaching,Rural,Non Referral Center,41,General Short Term,NA,Governmental,Small
33043,Not Critical Access,Non Teaching,Urban,Non Referral Center,48,Rehabilitation,NA,Proprietary,Small
201304,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
232024,Not Critical Access,Non Teaching,Urban,Non Referral Center,36,General Long Term,PA,Proprietary,Small
232031,Not Critical Access,Non Teaching,Urban,Non Referral Center,71,General Long Term,PA,Proprietary,Small
233026,Not Critical Access,Teaching,Urban,Non Referral Center,119,Rehabilitation,NA,Nonprofit,Small
261311,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
271324,Critical Access,Non Teaching,Rural,Non Referral Center,20,General Short Term,MT,Nonprofit,Small
271336,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,MT,Nonprofit,Small
313036,Not Critical Access,Non Teaching,Urban,Non Referral Center,41,Rehabilitation,AL,Proprietary,Small
351328,Critical Access,Non Teaching,Rural,Non Referral Center,14,General Short Term,NA,Nonprofit,Small
370091,Not Critical Access,Teaching,Rural,Non Referral Center,888,General Short Term,OK,Nonprofit,Large
420079,Not Critical Access,Teaching,Urban,Non Referral Center,388,General Short Term,TN,Proprietary,Medium
442006,NA,NA,NA,NA,NA,General Long Term,NA,Proprietary,NA
453304,Not Critical Access,Teaching,Urban,Non Referral Center,863,Children,NA,Nonprofit,Large
454012,Not Critical Access,Non Teaching,Urban,Non Referral Center,134,Psychiatric,PA,Proprietary,Small
673042,Not Critical Access,Non Teaching,Urban,Non Referral Center,50,Rehabilitation,AL,Proprietary,Small
673058,Not Critical Access,Non Teaching,Urban,Non Referral Center,36,Rehabilitation,PA,Proprietary,Small
43035,Not Critical Access,Non Teaching,Urban,Non Referral Center,48,Rehabilitation,AL,Proprietary,Small
171354,Critical Access,Non Teaching,Urban,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
190014,Not Critical Access,Non Teaching,Rural,Non Referral Center,129,General Short Term,LA,Nonprofit,Small
190090,Not Critical Access,Non Teaching,Rural,Non Referral Center,45,General Short Term,LA,Proprietary,Small
190218,Not Critical Access,Non Teaching,Rural,Non Referral Center,48,General Short Term,LA,Proprietary,Small
194056,Not Critical Access,Non Teaching,Urban,Non Referral Center,38,Psychiatric,NA,Proprietary,Small
260095,Not Critical Access,Teaching,Urban,Non Referral Center,265,General Short Term,TN,Proprietary,Medium
271334,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,MT,Nonprofit,Small
320057,Not Critical Access,Non Teaching,Urban,Non Referral Center,NA,General Short Term,NM,Governmental,NA
370243,Not Critical Access,Non Teaching,Rural,Non Referral Center,43,General Short Term,NA,Proprietary,Small
392031,Not Critical Access,Non Teaching,Urban,Non Referral Center,39,General Long Term,PA,Proprietary,Small
451318,Critical Access,Non Teaching,Rural,Non Referral Center,20,General Short Term,NA,Governmental,Small
452051,Not Critical Access,Non Teaching,Urban,Non Referral Center,18,General Long Term,TN,Proprietary,Small
670080,Not Critical Access,Non Teaching,Urban,Non Referral Center,65,General Short Term,TN,Proprietary,Small
670093,Not Critical Access,Non Teaching,Urban,Non Referral Center,NA,General Short Term,NA,Proprietary,NA
670310,Not Critical Access,Non Teaching,Urban,Non Referral Center,54,General Short Term,NA,Proprietary,Small
12014,Not Critical Access,Non Teaching,Urban,Non Referral Center,31,General Long Term,NA,Proprietary,Small
53044,Not Critical Access,Non Teaching,Urban,Non Referral Center,50,Rehabilitation,TX,Proprietary,Small
100029,Not Critical Access,Non Teaching,Urban,Non Referral Center,748,General Short Term,TX,Proprietary,Large
100213,Not Critical Access,Teaching,Urban,Non Referral Center,355,General Short Term,TN,Proprietary,Medium
110025,Not Critical Access,Non Teaching,Urban,Referral Center,300,General Short Term,GA,Nonprofit,Medium
110051,Not Critical Access,Non Teaching,Rural,Non Referral Center,39,General Short Term,GA,Nonprofit,Small
110146,Not Critical Access,Non Teaching,Rural,Non Referral Center,40,General Short Term,NA,Nonprofit,Small
111324,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,GA,Nonprofit,Small
310009,Not Critical Access,Non Teaching,Urban,Non Referral Center,259,General Short Term,NJ,Nonprofit,Medium
342020,Not Critical Access,Non Teaching,Urban,Non Referral Center,30,General Long Term,PA,Proprietary,Small
370025,Not Critical Access,Non Teaching,Rural,Referral Center,236,General Short Term,OK,Nonprofit,Medium
370093,Not Critical Access,Teaching,Rural,Non Referral Center,819,General Short Term,NA,Nonprofit,Large
440003,Not Critical Access,Non Teaching,Urban,Non Referral Center,138,General Short Term,TN,Proprietary,Small
451333,Critical Access,Non Teaching,Rural,Non Referral Center,18,General Short Term,NA,Governmental,Small
100183,Not Critical Access,Non Teaching,Urban,Non Referral Center,245,General Short Term,TX,Proprietary,Medium
141307,Critical Access,Non Teaching,Rural,Non Referral Center,20,General Short Term,NA,Governmental,Small
190140,Not Critical Access,Non Teaching,Rural,Non Referral Center,31,General Short Term,NA,Governmental,Small
230275,Not Critical Access,Teaching,Urban,Non Referral Center,7,General Short Term,NA,Governmental,Small
322004,Not Critical Access,Non Teaching,Urban,Non Referral Center,20,General Long Term,TX,Proprietary,Small
370047,Not Critical Access,Non Teaching,Rural,Referral Center,140,General Short Term,OK,Nonprofit,Small
100187,Not Critical Access,Teaching,Urban,Non Referral Center,358,General Short Term,TX,Proprietary,Medium
124001,Not Critical Access,Non Teaching,Urban,Non Referral Center,88,Psychiatric,CA,Nonprofit,Small
130014,Not Critical Access,Teaching,Urban,Non Referral Center,112,General Short Term,TN,Proprietary,Small
171322,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
180092,Not Critical Access,Non Teaching,Urban,Non Referral Center,54,General Short Term,TN,Proprietary,Small
184012,Not Critical Access,Non Teaching,Urban,Non Referral Center,110,Psychiatric,PA,Proprietary,Small
241332,Critical Access,Non Teaching,Rural,Non Referral Center,18,General Short Term,NA,Governmental,Small
281338,Critical Access,Non Teaching,Rural,Non Referral Center,10,General Short Term,NA,Governmental,Small
104081,Not Critical Access,Non Teaching,Urban,Non Referral Center,64,Psychiatric,FL,Proprietary,Small
174024,Not Critical Access,Non Teaching,Urban,Non Referral Center,19,Psychiatric,NA,Proprietary,Small
251330,Critical Access,Non Teaching,Rural,Non Referral Center,24,General Short Term,NA,Governmental,Small
281315,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
371334,Critical Access,Non Teaching,Rural,Non Referral Center,17,General Short Term,NA,Governmental,Small
450389,Not Critical Access,Teaching,Urban,Non Referral Center,127,General Short Term,TN,Proprietary,Small
100254,Not Critical Access,Teaching,Urban,Non Referral Center,268,General Short Term,TN,Proprietary,Medium
140049,Not Critical Access,Teaching,Urban,Non Referral Center,135,General Short Term,NA,Proprietary,Small
253027,Not Critical Access,Non Teaching,Urban,Non Referral Center,43,Rehabilitation,AL,Proprietary,Small
320017,Not Critical Access,Teaching,Urban,Non Referral Center,162,General Short Term,TN,Proprietary,Medium
100053,Not Critical Access,Non Teaching,Urban,Non Referral Center,340,General Short Term,TX,Proprietary,Medium
100285,Not Critical Access,Non Teaching,Urban,Non Referral Center,178,General Short Term,FL,Governmental,Medium
112011,Not Critical Access,Non Teaching,Urban,Non Referral Center,40,General Long Term,PA,Proprietary,Small
131309,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
241339,Critical Access,Non Teaching,Rural,Non Referral Center,24,General Short Term,NA,Nonprofit,Small
371303,Critical Access,Non Teaching,Rural,Non Referral Center,15,General Short Term,NA,Governmental,Small
381321,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
442011,Not Critical Access,Non Teaching,Urban,Non Referral Center,100,General Long Term,PA,Proprietary,Small
450370,Not Critical Access,Non Teaching,Rural,Non Referral Center,40,General Short Term,NA,Nonprofit,Small
450833,Not Critical Access,Non Teaching,Rural,Non Referral Center,59,General Short Term,KY,Proprietary,Small
510002,Not Critical Access,Teaching,Rural,Referral Center,58,General Short Term,TN,Proprietary,Small
33037,Not Critical Access,Non Teaching,Urban,Non Referral Center,70,Rehabilitation,AL,Proprietary,Small
194116,Not Critical Access,Non Teaching,Urban,Non Referral Center,89,Psychiatric,TX,Proprietary,Small
231326,Critical Access,Non Teaching,Urban,Non Referral Center,25,General Short Term,MI,Nonprofit,Small
261321,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,MO,Nonprofit,Small
271308,Critical Access,Non Teaching,Rural,Non Referral Center,29,General Short Term,NA,Nonprofit,Small
271310,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
460003,Not Critical Access,Teaching,Urban,Non Referral Center,107,General Short Term,TX,Proprietary,Small
30043,Not Critical Access,Teaching,Rural,Non Referral Center,74,General Short Term,TN,Proprietary,Small
50022,Not Critical Access,Teaching,Urban,Non Referral Center,478,General Short Term,TN,Proprietary,Large
52054,Not Critical Access,Non Teaching,Urban,Non Referral Center,49,General Long Term,NA,Proprietary,Small
140210,Not Critical Access,Non Teaching,Rural,Non Referral Center,40,General Short Term,IL,Nonprofit,Small
330273,Not Critical Access,Teaching,Urban,Non Referral Center,81,General Short Term,CT,Nonprofit,Small
351330,Critical Access,Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
460041,Not Critical Access,Non Teaching,Urban,Non Referral Center,175,General Short Term,MA,Proprietary,Medium
460051,Not Critical Access,Non Teaching,Urban,Non Referral Center,267,General Short Term,TX,Proprietary,Medium
180124,Not Critical Access,Non Teaching,Urban,Referral Center,118,General Short Term,TN,Proprietary,Small
231331,Critical Access,Non Teaching,Rural,Non Referral Center,22,General Short Term,MI,Nonprofit,Small
370094,Not Critical Access,Non Teaching,Urban,Non Referral Center,126,General Short Term,MO,Nonprofit,Small
63034,Not Critical Access,Non Teaching,Urban,Non Referral Center,60,Rehabilitation,AL,Proprietary,Small
230230,Not Critical Access,Teaching,Urban,Non Referral Center,425,General Short Term,MI,Nonprofit,Large
232037,Not Critical Access,Non Teaching,Urban,Non Referral Center,30,General Long Term,MI,Nonprofit,Small
451341,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
454050,Not Critical Access,Non Teaching,Urban,Non Referral Center,54,Psychiatric,PA,Proprietary,Small
60034,Not Critical Access,Teaching,Urban,Non Referral Center,351,General Short Term,TN,Proprietary,Medium
140150,Not Critical Access,Teaching,Rural,Referral Center,395,General Short Term,NA,Governmental,Medium
153047,Not Critical Access,Non Teaching,Urban,Non Referral Center,40,Rehabilitation,TX,Proprietary,Small
530032,Not Critical Access,Non Teaching,Rural,Non Referral Center,32,General Short Term,TN,Proprietary,Small
230208,Not Critical Access,Teaching,Urban,Referral Center,48,General Short Term,MI,Nonprofit,Small
260186,Not Critical Access,Non Teaching,Rural,Referral Center,105,General Short Term,NA,Nonprofit,Small
261312,Critical Access,Non Teaching,Rural,Non Referral Center,15,General Short Term,NA,Governmental,Small
360085,Not Critical Access,Teaching,Rural,Referral Center,1012,General Short Term,NA,Governmental,Large
160089,Not Critical Access,Non Teaching,Rural,Non Referral Center,88,General Short Term,TN,Proprietary,Small
281347,Critical Access,Non Teaching,Rural,Non Referral Center,20,General Short Term,NA,Nonprofit,Small
340133,Not Critical Access,Non Teaching,Rural,Non Referral Center,43,General Short Term,TN,Proprietary,Small
390035,Not Critical Access,Non Teaching,Rural,Non Referral Center,86,General Short Term,NA,Nonprofit,Small
190267,Not Critical Access,Non Teaching,Urban,Non Referral Center,21,General Short Term,NA,Proprietary,Small
224021,Not Critical Access,Non Teaching,Urban,Non Referral Center,109,Psychiatric,PA,Proprietary,Small
44013,NA,NA,NA,NA,NA,General Short Term,NA,Nonprofit,NA
240106,Not Critical Access,Teaching,Urban,Non Referral Center,423,General Short Term,MN,Nonprofit,Large
373300,NA,NA,NA,NA,NA,General Short Term,NA,Nonprofit,NA
394038,NA,NA,NA,NA,NA,General Short Term,NA,Proprietary,NA
10012,Not Critical Access,Non Teaching,Rural,Non Referral Center,97,General Short Term,TN,Proprietary,Small
30110,Not Critical Access,Teaching,Urban,Non Referral Center,207,General Short Term,TX,Proprietary,Medium
100180,Not Critical Access,Teaching,Urban,Non Referral Center,168,General Short Term,TN,Proprietary,Medium
100252,Not Critical Access,Non Teaching,Rural,Non Referral Center,100,General Short Term,TN,Proprietary,Small
104071,Not Critical Access,Non Teaching,Urban,Non Referral Center,98,Psychiatric,PA,Proprietary,Small
110125,Not Critical Access,Teaching,Rural,Referral Center,122,General Short Term,TN,Proprietary,Small
133027,Not Critical Access,Non Teaching,Urban,Non Referral Center,30,Rehabilitation,TX,Proprietary,Small
141327,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
161313,Critical Access,Non Teaching,Rural,Non Referral Center,13,General Short Term,IA,Nonprofit,Small
171330,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
171378,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
241311,Critical Access,Non Teaching,Rural,Non Referral Center,20,General Short Term,MN,Nonprofit,Small
281326,Critical Access,Non Teaching,Rural,Non Referral Center,17,General Short Term,NA,Nonprofit,Small
390119,Not Critical Access,Teaching,Rural,Referral Center,81,General Short Term,TN,Proprietary,Small
450271,Not Critical Access,Non Teaching,Urban,Non Referral Center,81,General Short Term,TX,Governmental,Small
464007,NA,NA,NA,NA,NA,General Short Term,NA,Proprietary,NA
533027,Not Critical Access,Non Teaching,Urban,Non Referral Center,40,Rehabilitation,TX,Proprietary,Small
670319,Not Critical Access,Non Teaching,Urban,Non Referral Center,32,General Short Term,NA,Nonprofit,Small
